Date,Region,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
20220201,Points_position_HolStein,6.055812418460846,5.746296465396881,4.9995681047439575,5.166798830032349,5.209839701652527,5.846547424793243,5.717504918575287,6.572692666202784,7.423287093639374,8.63586562871933,10.354345500469208,9.712442398071289,9.531140744686127,10.43974369764328,10.548407148569822,10.79316633939743,10.901453077793121,11.166041612625122,11.102383017539978,11.074983894824982,10.954167068004608,10.821779426187277,10.605523943901062,10.603014469146729
20220201,Points_position_Lower_Saxony,5.171903192996979,4.838070452213287,4.534217000007629,4.504666566848755,4.672665476799011,5.378311455249786,5.3243765234947205,5.629638466984034,5.7764546275138855,6.500326573848724,7.51750773191452,7.89497184753418,7.940020978450775,7.436831176280975,6.633303236216307,7.492499530315399,8.705797255039215,8.38261342048645,8.818024039268494,8.28969794511795,8.134955108165741,8.103265937417746,8.00370967388153,8.16356897354126
20220201,Points_position_Pomerania,4.126778185367584,4.0388084053993225,4.241030812263489,4.794265031814575,5.344979166984558,5.640413582324982,5.268474042415619,4.937654290348291,5.395024955272675,6.19484943151474,7.329662501811981,7.451164245605469,7.026496350765228,7.365214049816132,8.113485883921385,8.014308154582977,8.907232344150543,8.84688687324524,9.118290305137634,9.529424965381622,9.291117370128632,8.890972312539816,8.775728106498718,8.536522388458252
20220201,Points_position_Brandeburg,3.2899985909461975,3.501655161380768,3.6309911012649536,3.889453172683716,4.333264231681824,4.888430893421173,5.200951993465424,5.1011302806437016,5.166566550731659,4.980678975582123,6.963842570781708,7.534664154052734,6.259036481380463,7.029530227184296,7.56711633130908,7.585921466350555,7.63856703042984,7.34417462348938,7.515573859214783,8.157638847827911,8.513491332530975,8.185766395181417,8.19536006450653,7.880709171295166
20220201,Points_position_Thuringia,3.5435643792152405,3.715308725833893,3.89712917804718,3.6260931491851807,3.9799879789352417,5.195792496204376,5.418865621089935,5.340101037174463,5.4656283259391785,5.635892331600189,7.816766917705536,7.6722564697265625,8.504899442195892,8.198551833629608,8.761593412607908,9.122483432292938,9.02426153421402,8.109191179275513,7.361294150352478,7.128942787647247,7.710600554943085,8.093488868325949,7.426618456840515,7.469274997711182
20220201,Points_position_Westphalia,4.8355613350868225,4.27939373254776,4.1409913301467896,3.936474084854126,4.259533762931824,4.923656761646271,5.028042256832123,5.241643700748682,5.603726089000702,6.563940465450287,7.196294963359833,7.4142913818359375,7.432813107967377,7.486090362071991,7.602528166025877,7.674267947673798,7.324590742588043,7.06098484992981,6.965652823448181,6.957308113574982,6.7768561244010925,6.921419318765402,6.27431857585907,6.422081470489502
20220201,Points_position_Rhineland,5.761919558048248,5.493069231510162,5.834194302558899,5.283964395523071,4.719921946525574,4.167408287525177,4.236812055110931,4.187745843082666,4.574512183666229,4.723422467708588,5.467046916484833,5.985631942749023,6.484635770320892,6.413775146007538,7.048363279551268,7.830245196819305,7.760801374912262,7.171069383621216,6.734352469444275,6.341045677661896,6.2324740290641785,6.188202079385519,5.264854311943054,5.217682361602783
20220201,Points_position_Bavaria,6.3644614815711975,5.671614229679108,5.509040951728821,5.7647316455841064,5.038328051567078,4.605530083179474,4.999412953853607,5.587276253849268,5.41691654920578,6.660490453243256,7.554435908794403,6.87196159362793,8.100890576839447,8.601626098155975,6.616636823862791,6.172089755535126,7.843055784702301,8.551736116409302,8.72182309627533,8.598856270313263,8.18455570936203,7.9335996471345425,7.744066119194031,7.215830326080322
20220201,Points_position_Baden,6.762084543704987,6.067537844181061,5.847966313362122,5.936704874038696,5.3864182233810425,5.497247993946075,5.031459271907806,4.868905816227198,4.295512855052948,5.625576436519623,5.508558452129364,6.836341857910156,6.6724733710289,7.132618606090546,6.170595716685057,7.61874121427536,7.834758818149567,7.927436113357544,7.671057105064392,7.478071510791779,7.277290999889374,7.192951377481222,6.51960551738739,5.984394550323486
20220201,Points_position_Saxony,2.771414339542389,2.7283759713172913,3.0095893144607544,3.440429925918579,3.86778724193573,3.641728699207306,4.228759229183197,4.998770508915186,5.372108161449432,4.731253087520599,5.149875819683075,7.05645751953125,7.389375150203705,6.857193648815155,7.3896527998149395,8.279347598552704,8.530311644077301,8.317342042922974,7.985287070274353,7.737226784229279,7.363856017589569,7.530195411294699,7.235597491264343,6.728443622589111
20220201,Points_position_Anhalt,2.9941802620887756,3.4340301156044006,3.6937838792800903,3.2611076831817627,3.892119288444519,4.841929733753204,5.019955098628998,4.890071664005518,5.1492878794670105,4.906736791133881,7.544386088848114,8.42327880859375,7.558806836605072,8.135281264781952,9.11592347547412,8.663428485393524,7.649110853672028,7.068669557571411,6.726507544517517,7.001161873340607,7.524477660655975,8.199276145547628,7.557205080986023,7.502005100250244
20220201,Points_position_Hesse,4.0882726311683655,3.651799738407135,3.9048138856887817,4.5581676959991455,4.931465029716492,4.386411011219025,4.420285642147064,4.079546723514795,4.388042151927948,5.231793820858002,6.8220712542533875,7.704677581787109,7.762078702449799,7.429913222789764,6.879051756113768,6.720139682292938,6.560709059238434,6.769046068191528,6.031944632530212,5.850757896900177,7.237822234630585,7.276205237954855,6.487083315849304,6.215717792510986
20220202,Points_position_HolStein,10.22286468744278,10.188238561153412,10.314268827438354,10.648053765296936,10.405013740062714,10.597635507583618,10.311538994312286,9.7500941157341,9.559034407138824,9.22525179386139,8.41059535741806,8.569532811641693,8.431110203266144,8.053031206130981,7.307457208633423,6.483507394790649,5.111752390861511,3.8839810118079185,2.801859974861145,3.238605558872223,4.098678946495056,4.362489223480225,5.362073540687561,5.415318965911865
